TDP,air_velocity,tim_conductivity,thermal_resistance,junction_temperature
30,14.0,3,0.27992410326979644,33.39772309809389
30,14.0,4,0.27639676640912625,33.29190299227379
30,14.0,5,0.2742803642927241,33.22841092878173
30,14.0,6,0.27286942954845606,33.18608288645368
30,14.0,7,0.27186161901683603,33.15584857050508
30,14.0,8,0.27110576111812096,33.133172833543625
30,14.0,9,0.2705178716413426,33.11553614924028
30,14.0,10,0.2700475600599199,33.1014268017976
30,14.0,11,0.26966275967511955,33.08988279025358
30,14.0,12,0.26934209268778586,33.080262780633575
30,14.5,1,0.307377440899329,34.22132322697987
30,14.5,2,0.28621341973530784,33.58640259205924
30,14.5,3,0.27915874601396745,33.37476238041902
30,14.5,4,0.27563140915329726,33.26894227459891
30,14.5,5,0.27351500703689513,33.20545021110685
30,14.5,6,0.27210407229262706,33.16312216877881
30,14.5,7,0.271096261761007,33.13288785283021
30,14.5,8,0.27034040386229197,33.11021211586876
30,14.5,9,0.2697525143855136,33.09257543156541
30,14.5,10,0.2692822028040909,33.078466084122724
30,14.5,11,0.2688974024192905,33.06692207257871
30,14.5,12,0.26857673543195687,33.057302062958705
30,15.0,1,0.30664648690802343,34.199394607240706
30,15.0,2,0.28548246574400227,33.564473972320066
30,15.0,3,0.2784277920226619,33.35283376067986
30,15.0,4,0.2749004551619917,33.24701365485975
30,15.0,5,0.27278405304558956,33.183521591367686
30,15.0,6,0.2713731183013215,33.14119354903964
30,15.0,7,0.2703653077697014,33.110959233091044
30,15.0,8,0.26960944987098634,33.08828349612959
30,15.0,9,0.269021560394208,33.070646811826236
30,15.0,10,0.2685512488127853,33.05653746438356
30,15.0,11,0.2681664484279849,33.04499345283955
30,15.0,12,0.2678457814406513,33.03537344321954
40,0.5,1,0.4421804040593512,42.68721616237405
40,0.5,2,0.42101638289533005,41.8406553158132
40,0.5,3,0.41396170917398967,41.55846836695959
40,0.5,4,0.4104343723133195,41.41737489253278
40,0.5,5,0.4083179701969174,41.332718807876695
40,0.5,6,0.4069070354526493,41.27628141810597
40,0.5,7,0.40589922492102926,41.235968996841166
40,0.5,8,0.40514336702231424,41.20573468089257
40,0.5,9,0.40455547754553584,41.18221910182143
40,0.5,10,0.40408516596411315,41.163406638564524
40,0.5,11,0.40370036557931277,41.148014623172514
40,0.5,12,0.4033796985919791,41.13518794367916
40,1.0,1,0.40095096695334687,41.03803867813387
40,1.0,2,0.3797869457893257,40.191477831573025
40,1.0,3,0.3727322720679853,39.90929088271941
40,1.0,4,0.3692049352073151,39.76819740829261
40,1.0,5,0.36708853309091294,39.68354132363652
40,1.0,6,0.3656775983466449,39.6271039338658
40,1.0,7,0.36466978781502485,39.586791512600996
40,1.0,8,0.3639139299163098,39.55655719665239
40,1.0,9,0.36332604043953143,39.53304161758126
40,1.0,10,0.36285572885810874,39.51422915432435
40,1.0,11,0.36247092847330836,39.49883713893233
40,1.0,12,0.36215026148597473,39.48601045943899
40,1.5,1,0.3808979305400467,40.235917221601866
40,1.5,2,0.35973390937602556,39.38935637504102
40,1.5,3,0.3526792356546852,39.10716942618741
40,1.5,4,0.349151898794015,38.9660759517606
